id,userguid,username,name,description,type,range,value,weight,curseId,effectValue,damage,armorSlot,effectOn,effectToPc,effectToPcValue,weaponEffectType,weaponEffectColor,imageId,imageName,imagePath,imageAssetType,imageIsPublic,imageIsActive,soundId,soundName,soundPath,soundAssetType,soundIsPublic,soundIsActive,isPublic,isTwoHanded,uses,createdAt,updatedAt
130,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Light hammer,Simple Melee. Deals 1d4 Bludgeoning damage.,weapon,1,2,2,,0,6,,,,0,Blood,#cc0000,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:04:25.58842-05,2026-05-21 17:41:48.610231-05
131,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Little bag of sand,"A small bag of sand, typically found in a scholar's pack.",other,1,1,0,,0,0,,,,0,Blood,#cc0000,755,item-131-little-bag-of-sand.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-131-little-bag-of-sand.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:25.667875-05,2026-05-20 11:04:25.667875-05
132,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Lock,"A key is provided with the lock. Without the key, a creature proficient with thieves' tools can pick this lock with a successful DC 15 Dexterity check. Your GM may decide that better locks are available for higher prices.",other,1,10,1,,0,0,,,,0,Blood,#cc0000,756,item-132-lock.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-132-lock.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:25.747564-05,2026-05-20 11:04:25.747564-05
23,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Lock Picks,A slim set of picks for working stubborn locks.,pick,0,5,1,,0,0,,,,0,Blood,#cc0000,36,Lock Picks,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776473759436-c5aeecb2-lockpick.jpg,Item-Pick,true,true,,,,,,,true,false,,2026-04-26 16:03:07.994877-05,2026-04-26 16:03:07.994877-05
16,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Long Bow,A tall bow for long-range precision shots.,weapon,0,16,3,,0,6,,,,0,Blood,#cc0000,23,Long Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207099926-b1bfb215-longbow1.png,Item-Weapon,true,true,,,,,,,true,true,,2026-04-26 16:03:07.994877-05,2026-04-26 16:03:07.994877-05
2,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Long Sword,"A versatile blade, backbone of most fighters.",weapon,1,12,5,,0,4,,,,0,Blood,#cc0000,21,Long Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775863871958-86e37a04-biggersword.jpg,Item-Weapon,true,true,,,,,,,true,false,,2026-04-26 16:03:07.994877-05,2026-04-26 16:03:07.994877-05
133,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Longbow,Martial Ranged. Deals 1d8 Piercing damage.,weapon,30,50,2,,0,8,,,,0,Blood,#cc0000,23,Long Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207099926-b1bfb215-longbow1.png,Item-Weapon,true,true,,,,,,,false,true,,2026-05-20 11:04:25.838644-05,2026-05-21 17:41:48.610976-05
134,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Longsword,Martial Melee. Deals 1d8 Slashing damage. Two-handed: 1d10.,weapon,1,15,3,,0,8,,,,0,Blood,#cc0000,21,Long Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775863871958-86e37a04-biggersword.jpg,Item-Weapon,true,true,,,,,,,false,true,,2026-05-20 11:04:26.005717-05,2026-05-21 17:41:48.611465-05
384,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Luck Blade,"You gain a +1 bonus to attack and damage rolls made with this magic weapon. While the sword is on your person, you also gain a +1 bonus to saving throws.",weapon,1,100000,1,,0,4,,,,0,Arcane,#8800cc,17,Short Sword,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775330751059-0beec60d-small-sward.jpg,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:28.245455-05,2026-05-21 17:41:48.668455-05
135,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Lute,"Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.",other,1,35,2,,0,0,,,,0,Blood,#cc0000,757,item-135-lute.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-135-lute.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.094688-05,2026-05-20 11:04:26.094688-05
136,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Lyre,"Several of the most common types of musical instruments are shown on the table as examples. If you have proficiency with a given musical instrument, you can add your proficiency bonus to any ability checks you make to play music with the instrument. A bard can use a musical instrument as a spellcasting focus. Each type of musical instrument requires a separate proficiency.",other,1,30,2,,0,0,,,,0,Blood,#cc0000,758,item-136-lyre.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-136-lyre.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.188029-05,2026-05-20 11:04:26.188029-05
5,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mace,A heavy bludgeon effective against armored foes.,weapon,1,11,6,,0,6,,,,0,Blood,#cc0000,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,true,false,,2026-04-26 16:03:07.994877-05,2026-04-26 16:03:07.994877-05
385,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mace of Disruption,"When you hit a fiend or an undead with this magic weapon, that creature takes an extra 2d6 radiant damage. If the target has 25 hit points or fewer after taking this damage, it must succeed on a DC 15 Wisdom saving throw or be destroyed. On a successful save, the creature becomes frightened of you until the end of your next turn.",weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:28.331972-05,2026-05-21 17:41:48.669249-05
386,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mace of Smiting,You gain a +1 bonus to attack and damage rolls made with this magic weapon. The bonus increases to +3 when you use the mace to attack a construct.,weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:28.413786-05,2026-05-21 17:41:48.669891-05
387,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mace of Terror,"This magic weapon has 3 charges. While holding it, you can use an action and expend 1 charge to release a wave of terror. Each creature of your choice in a 30-foot radius extending from you must succeed on a DC 15 Wisdom saving throw or become frightened of you for 1 minute. While it is frightened in this way, a creature must spend its turns trying to move as far away from you as it can, and it can't willingly move to a space within 30 feet of you. It also can't take reactions. For its action, i",weapon,1,5000,1,,0,4,,,,0,Arcane,#8800cc,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:28.495107-05,2026-05-21 17:41:48.670429-05
13,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Magic Wand,Channels magical energy into a focused beam.,weapon,3,20,1,,0,10,,,Magic,3,Blood,#cc0000,32,Magic Wand,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207714496-2c85e02c-magic-wand.png,Item-Weapon,true,true,,,,,,,true,false,,2026-04-26 16:03:07.994877-05,2026-05-01 20:50:34.38223-05
137,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Magnifying glass,"This lens allows a closer look at small objects. It is also useful as a substitute for flint and steel when starting fires. Lighting a fire with a magnifying glass requires light as bright as sunlight to focus, tinder to ignite, and about 5 minutes for the fire to ignite.",other,1,100,0,,0,0,,,,0,Blood,#cc0000,759,item-137-magnifying-glass.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-137-magnifying-glass.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.35912-05,2026-05-20 11:04:26.35912-05
138,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manacles,These metal restraints can bind a Small or Medium creature. Escaping the manacles requires a successful DC 20 Dexterity check. Breaking them requires a successful DC 20 Strength check.,other,1,2,6,,0,0,,,,0,Blood,#cc0000,760,item-138-manacles.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-138-manacles.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.472126-05,2026-05-20 11:04:26.472126-05
388,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mantle of Spell Resistance,You have advantage on saving throws against spells while you wear this cloak.,other,1,5000,1,,0,0,Body,,,0,Arcane,#8800cc,892,item-388-mantle-of-spell-resistance.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-388-mantle-of-spell-resistance.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:28.571382-05,2026-05-20 11:48:28.571382-05
389,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Bodily Health,"This book contains health and diet tips, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Constitution score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:28.650744-05,2026-05-21 17:41:48.671158-05
391,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Clay Golems,"This tome contains information and incantations necessary to make a clay golem. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes 6d6 psychic damage.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:28.89072-05,2026-05-21 17:41:48.672304-05
392,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Flesh Golems,"This tome contains information and incantations necessary to make a flesh golem. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes 6d6 psychic damage.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:28.969952-05,2026-05-21 17:41:48.672847-05
390,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Gainful Exercise,"This book describes fitness exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Strength score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:28.727399-05,2026-05-21 17:41:48.671741-05
393,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Iron Golems,"This tome contains information and incantations necessary to make an iron golem. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes 6d6 psychic damage.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:29.053434-05,2026-05-21 17:41:48.673524-05
395,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Quickness of Action,"This book contains coordination and balance exercises, and its words are charged with magic. If you spend 48 hours over a period of 6 days or fewer studying the book's contents and practicing its guidelines, your Dexterity score increases by 2, as does your maximum for that score. The manual then loses its magic, but regains it in a century.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:29.21287-05,2026-05-21 17:41:48.674583-05
394,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Manual of Stone Golems,"This tome contains information and incantations necessary to make a stone golem. To decipher and use the manual, you must be a spellcaster with at least two 5th-level spell slots. A creature that can't use a manual of golems and attempts to read it takes 6d6 psychic damage.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,46,Magic Scroll 1,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776213079205-9b14b4f9-magicscroll1.jpg,Spell,true,true,,,,,,,false,false,,2026-05-20 11:48:29.130798-05,2026-05-21 17:41:48.67414-05
332,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Marble Elephant Figurine of Wondrous Power,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,866,item-332-marble-elephant-figurine-of-wondrous-power.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-332-marble-elephant-figurine-of-wondrous-power.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:22.220387-05,2026-05-20 11:48:22.220387-05
396,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Marvelous Pigments,"Typically found in 1d4 pots inside a fine wooden box with a brush (weighing 1 pound in total), these pigments allow you to create three-dimensional objects by painting them in two dimensions. The paint flows from the brush to form the desired object as you concentrate on its image.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,893,item-396-marvelous-pigments.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-396-marvelous-pigments.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.311916-05,2026-05-20 11:48:29.311916-05
139,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mason's Tools,"These special tools include the items needed to pursue a craft or trade. The table shows examples of the most common types of tools, each providing items related to a single craft. Proficiency with a set of artisan's tools lets you add your proficiency bonus to any ability checks you make using the tools in your craft. Each type of artisan's tools requires a separate proficiency.",other,1,10,8,,0,0,,,,0,Blood,#cc0000,761,item-139-mason-s-tools.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-139-mason-s-tools.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.561148-05,2026-05-20 11:04:26.561148-05
140,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Maul,Martial Melee. Deals 2d6 Bludgeoning damage.,weapon,1,10,10,,0,12,,,,0,Blood,#cc0000,27,War Hammer,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207278855-e30b1fcc-war-hammer3.jpg,Item-Weapon,true,true,,,,,,,false,true,,2026-05-20 11:04:26.724005-05,2026-05-21 17:41:48.612242-05
397,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Medallion of Thoughts,"The medallion has 3 charges. While wearing it, you can use an action and expend 1 charge to cast the detect thoughts spell (save DC 13) from it. The medallion regains 1d3 expended charges daily at dawn.",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,894,item-397-medallion-of-thoughts.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-397-medallion-of-thoughts.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.395684-05,2026-05-20 11:48:29.395684-05
141,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mess Kit,"This tin box contains a cup and simple cutlery. The box clamps together, and one side can be used as a cooking pan and the other as a plate or shallow bowl.",other,1,1,1,,0,0,,,,0,Blood,#cc0000,762,item-141-mess-kit.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-141-mess-kit.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:26.8056-05,2026-05-20 11:04:26.8056-05
398,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mirror of Life Trapping,"When this 4-foot-tall mirror is viewed indirectly, its surface shows faint images of creatures. The mirror weighs 50 pounds, and it has AC 11, 10 hit points, and vulnerability to bludgeoning damage. It shatters and is destroyed when reduced to 0 hit points.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,895,item-398-mirror-of-life-trapping.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-398-mirror-of-life-trapping.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.507042-05,2026-05-20 11:48:29.507042-05
220,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,"Mirror, steel",Adventuring Gear.,other,1,5,1,,0,0,,,,0,Blood,#cc0000,800,item-220-mirror-steel.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-220-mirror-steel.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:07:32.028597-05,2026-05-20 11:07:32.028597-05
399,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Mithral Armor,"Mithral is a light, flexible metal. A mithral chain shirt or breastplate can be worn under normal clothes. If the armor normally imposes disadvantage on Dexterity (Stealth) checks or has a Strength requirement, the mithral version of the armor doesn't.",armor,1,500,1,,1,0,Body,AC,,0,Arcane,#8800cc,18,Shield,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775749744062-3957c9cd-shield-one.jpg,Item-Armor,true,true,,,,,,,false,false,,2026-05-20 11:48:29.586278-05,2026-05-21 17:41:48.674934-05
142,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Morningstar,Martial Melee. Deals 1d8 Piercing damage.,weapon,1,15,4,,0,8,,,,0,Blood,#cc0000,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:04:27.43035-05,2026-05-21 17:41:48.612604-05
143,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Navigator's Tools,"This set of instruments is used for navigation at sea. Proficiency with navigator's tools lets you chart a ship's course and follow navigation charts. In addition, these tools allow you to add your proficiency bonus to any ability check you make to avoid getting lost at sea.",other,1,25,2,,0,0,,,,0,Blood,#cc0000,763,item-143-navigator-s-tools.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-143-navigator-s-tools.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:04:27.612087-05,2026-05-20 11:04:27.612087-05
400,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Necklace of Adaptation,"While wearing this necklace, you can breathe normally in any environment, and you have advantage on saving throws made against harmful gases and vapors (such as cloudkill and stinking cloud effects, inhaled poisons, and the breath weapons of some dragons).",other,1,500,1,,0,0,,,,0,Arcane,#8800cc,896,item-400-necklace-of-adaptation.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-400-necklace-of-adaptation.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.666299-05,2026-05-20 11:48:29.666299-05
401,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Necklace of Fireballs,"This necklace has 1d6 + 3 beads hanging from it. You can use an action to detach a bead and throw it up to 60 feet away. When it reaches the end of its trajectory, the bead detonates as a 3rd-level fireball spell (save DC 15).",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,897,item-401-necklace-of-fireballs.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-401-necklace-of-fireballs.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.741413-05,2026-05-20 11:48:29.741413-05
402,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Necklace of Prayer Beads,"This necklace has 1d4 + 2 magic beads made from aquamarine, black pearl, or topaz. It also has many nonmagical beads made from stones such as amber, bloodstone, citrine, coral, jade, pearl, or quartz. If a magic bead is removed from the necklace, that bead loses its magic.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,898,item-402-necklace-of-prayer-beads.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-402-necklace-of-prayer-beads.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:29.824676-05,2026-05-20 11:48:29.824676-05
144,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Net,Martial Ranged.,weapon,1,1,3,,0,0,,,,0,Blood,#cc0000,24,Short Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207119573-bfb9a32d-shortbow.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:04:27.692496-05,2026-05-21 17:41:48.61319-05
403,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Nine Lives Stealer,You gain a +2 bonus to attack and damage rolls made with this magic weapon.,weapon,1,50000,1,,0,4,,,,0,Arcane,#8800cc,35,Mace,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207993266-cc86220f-mace.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:29.911184-05,2026-05-21 17:41:48.675389-05
404,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Oathbow,"When you nock an arrow on this bow, it whispers in Elvish, ""Swift defeat to my enemies."" When you use this weapon to make a ranged attack, you can, as a command phrase, say, ""Swift death to you who have wronged me."" The target of your attack becomes your sworn enemy until it dies or until dawn seven days later. You can have only one such sworn enemy at a time. When your sworn enemy dies, you can choose a new one after the next dawn.",weapon,1,50000,1,,0,6,,,,0,Arcane,#8800cc,24,Short Bow,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776207119573-bfb9a32d-shortbow.png,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:48:29.99065-05,2026-05-21 17:41:48.675714-05
333,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Obsidian Steed Figurine of Wondrous Power,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.",other,1,50000,1,,0,0,,,,0,Arcane,#8800cc,867,item-333-obsidian-steed-figurine-of-wondrous-power.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-333-obsidian-steed-figurine-of-wondrous-power.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:22.325108-05,2026-05-20 11:48:22.325108-05
145,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Oil (flask),Oil usually comes in a clay flask that holds 1 pint.,other,1,1,1,,0,0,,,,0,Blood,#cc0000,40,Potion Blue,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1776211659025-69e08200-potions5.jpg,Potion,true,true,,,,,,,false,false,,2026-05-20 11:04:27.780952-05,2026-05-21 17:41:48.613515-05
334,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Onyx Dog Figurine of Wondrous Power,"A figurine of wondrous power is a statuette of a beast small enough to fit in a pocket. If you use an action to speak the command word and throw the figurine to a point on the ground within 60 feet of you, the figurine becomes a living creature. If the space where the creature would appear is occupied by other creatures or objects, or if there isn't enough space for the creature, the figurine doesn't become a creature.",other,1,5000,1,,0,0,,,,0,Arcane,#8800cc,868,item-334-onyx-dog-figurine-of-wondrous-power.webp,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/item-334-onyx-dog-figurine-of-wondrous-power.webp,Item-Other,true,true,,,,,,,false,false,,2026-05-20 11:48:22.724384-05,2026-05-20 11:48:22.724384-05
146,93074651-53ce-4b23-8031-2d6bd0d279da,DMMaster,Orb,"An arcane focus is a special item--an orb, a crystal, a rod, a specially constructed staff, a wand-like length of wood, or some similar item--designed to channel the power of arcane spells. A sorcerer, warlock, or wizard can use such an item as a spellcasting focus.",other,1,20,3,,0,0,,,,0,Blood,#cc0000,19,Staff,https://tdodj-user-content-dev.s3.amazonaws.com/users/93074651-53ce-4b23-8031-2d6bd0d279da/images/1775862637831-4a8c9ee5-staff.jpg,Item-Weapon,true,true,,,,,,,false,false,,2026-05-20 11:04:27.867621-05,2026-05-21 17:41:48.613858-05
